research_priority,token,token_label,name,first_buy_time_utc,first_buy_bucket,first_buy_fdv_usd,first_buy_approx_liquidity_usd_after,buy_bnb,sell_bnb,realized_pnl_bnb,realized_roi,holding_window,first_exit_window,minutes_to_first_sell,minutes_to_last_trade,narrative_tag,source_type_guess,source_status,earliest_source_url,earliest_source_name,earliest_source_time_utc,buy_vs_source_window,leader_or_copycat,source_confidence,source_note
100,0xb03745cbbe3af8eb0d29b9854f71cf78e5534444,Agentic Mode,Agentic Mode,2026-03-01 07:46:06,0-50k,11967.397328121591,6419.233068149992,0.3,0.8617777414230986,0.5616394552230987,1.872131517410329,1h-6h,1h-6h,144.03333333333333,160.15,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x3ef726885e017baa8c42ef6f6f17915418084444,我以后不赌了,抖音顶级邪教,2026-05-27 04:51:47,0-50k,5658.14567484978,2023.6015347545783,0.4,0.9413921567743062,0.5412463646943062,1.3531159117357654,30m-1h,0-5m,1.65,30.05,chinese_social_meme,meme/community,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x76f2e86bff12fbb3e5c778a7f00e5d13f2894444,Kahoot,币安定义的龙虾饲料,2026-03-25 12:44:46,0-50k,6183.934187351828,2469.446784076766,0.4,0.9034277076352348,0.5031860427552348,1.257965106888087,5-30m,0-5m,1.2333333333333334,23.233333333333334,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x007be65c48bc24b8fdb85fddfc65e3884bba4444,肉包,网友手搓肉包AI模型吊打豆包,2026-01-28 04:29:30,0-50k,16263.96727533905,8660.867853640751,0.3,0.6637113964613327,0.3635651230613327,1.2118837435377758,1h-6h,0-5m,1.0333333333333334,69.91666666666667,ai_agent+chinese_social_meme,category/meme/community,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
90,0xb64157874c2648101733e335e9d1af85073f4444,YI,Most Powerful Women,2026-05-27 10:03:57,0-50k,17182.065047100183,9267.187447917311,5.4,8.310449111561933,2.893855612961933,0.5358991875855431,6h-24h,0-5m,2.1166666666666667,1009.15,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
90,0xa3b2e6fe983ac7193f2e098ad6f7c195a3824444,hey stock,hey stock,2026-05-30 10:12:40,0-50k,15818.094953744629,8601.653672963137,7.0,9.857354724061066,2.637784295181066,0.3768263278830094,1d-3d,0-5m,0.75,1759.6333333333334,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
90,0x72f033e62a316c2f545956311d0ec6c8f00d4444,FREEDOM,The Infinite Runner,2026-03-27 03:20:29,0-50k,44299.586541027245,,2.1999999999999997,3.8527641428325,1.6523346047525005,0.7510611839784094,6h-24h,5-30m,17.85,693.7833333333333,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
90,0x52b73fd8cc9b2743a10e9f5e278c46cbe3484444,狐狸,你是不是在雪山上救过一只狐狸,2026-03-11 08:53:53,0-50k,42956.70445116749,,4.0,5.603047632988747,1.6026782603887468,0.4006695650971867,7d+,1d-3d,1442.4166666666667,54606.63333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
90,0x1845a4e394f8ff588838afc019e4dbe9ccdc4444,WSJ,WeSuckAtJournalism,2026-03-11 12:01:02,0-50k,12215.0513587802,6728.651923693626,2.4,3.759966128780583,1.353786155900583,0.5640775649585763,7d+,0-5m,0.23333333333333334,103284.16666666667,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
90,0xc012b418b4c65f0f9573e33ab0c4656396784444,光源,不在乎光环，只做光源的人,2026-05-28 05:25:12,0-50k,23355.645391745427,12051.048685685308,1.5,2.9287048365364807,1.2341217747364808,0.8227478498243205,1h-6h,0-5m,2.8666666666666667,317.28333333333336,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
90,0xab8d02b2adc0517721031374de15336be0ba4444,banify,链上无自由化,2026-03-24 05:45:39,0-50k,10424.861713542574,5763.884794340724,1.69,2.8804504869567986,1.1899721047967986,0.7041255057969222,6h-24h,0-5m,0.38333333333333336,393.76666666666665,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x640c04ca09c5c5140e62fef42c59e3afdbbd4444,我的刀盾,what the dog doing?,2026-02-05 04:33:48,50k-100k,66435.22061299515,,2.0,7.980766770103648,5.9803690568636485,2.9901845284318243,7d+,1h-6h,122.31666666666666,70490.46666666666,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x5f6fd60ad6cd8751b4c521bc00fa02abfeca4444,背手负鼠,全网爆火表情包,2026-05-19 11:55:42,50k-100k,78548.38996553227,,0.6,4.628153908447237,4.0273051411912375,6.712175235318729,3d-7d,5-30m,14.083333333333334,5438.683333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0xeccbb861c0dda7efd964010085488b69317e4444,龙虾,龙虾,2026-02-27 09:21:46,200k-1m,327269.2204256961,,1.6,3.4960817270948055,1.8958863039748053,1.1849289399842533,7d+,0-5m,4.083333333333333,15892.55,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x4444def5cf226bf50aa4b45e5748b676945bc509,世界和平,世界和平,2026-02-23 05:42:05,50k-100k,76216.7027856986,,1.66,3.426130162969299,1.7658937989692989,1.063791445162228,7d+,unknown,-971.45,40647.96666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x4a50eeef18a350484d8ce7474f43571ccd934444,金钱自由,金钱自由,2026-02-28 03:35:45,100k-200k,115626.47756952736,,0.5,2.153821714089139,1.653633558289139,3.307267116578278,5-30m,0-5m,1.4333333333333333,17.733333333333334,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x7a40c80ed70e2d801b9423ac5bb599e63a044444,六大门派围攻光明顶,六大门派围攻光明顶,2026-02-09 08:48:36,100k-200k,128818.2614107444,,0.5,1.9529772998108408,1.4528254363308408,2.9056508726616816,3d-7d,0-5m,0.8,7066.966666666666,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x412530e49ee1b1f64124064b2e732e92c1314444,ClawBot,微信刚推出最近龙虾插件,2026-03-22 01:25:31,0-50k,4658.648581728665,1466.4031782178215,0.77,1.7324480487786065,0.9536261234986062,1.238475485063125,5-30m,0-5m,0.43333333333333335,17.1,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x2aa1ea33f9741d83703f3b615be7455fdbd34444,Aoi,minimax首个数字偶像,2026-03-18 07:35:13,0-50k,4580.9061938614705,1024.4574262744527,0.42,1.3640877039133508,0.9438393720733508,2.2472366001746447,0-5m,0-5m,0.9,4.783333333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x15d29c42981e2319e01079c81b56603c5f334444,Benji,Benji,2026-02-11 09:18:58,0-50k,11369.359121096742,,0.5,1.4356927103115376,0.9356534605915376,1.871306921183075,5-30m,5-30m,14.783333333333333,14.783333333333333,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0x4444eb49de7b33cca1906a4e38a37407eb152067,MCAA,MakeCryptoAffordable,2026-04-23 02:24:13,0-50k,15752.45676283402,5546.518138782314,0.77,1.6732291015735703,0.8996783922535703,1.168413496433208,0-5m,0-5m,0.13333333333333333,3.033333333333333,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0xb707fbba262be7282175e10b3b2ba261a90a4444,青蛙,青蛙,2026-03-14 03:07:29,0-50k,6853.650136280126,2903.221312123216,0.305,1.1901608754799686,0.8848349597999687,2.9010982288523564,3d-7d,0-5m,0.2,4638.466666666666,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x1cbe4ae34cbd27b0c25d01d73f436ebb95e54444,中͏国梦,中华民族伟大复兴,2026-05-14 10:50:35,0-50k,12738.51929639981,6881.796360618617,0.8,1.672106710014844,0.8700281449742239,1.0875351812177798,5-30m,0-5m,0.7666666666666667,20.483333333333334,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x52e3e4fab867abfd0efb5b93514ae43c82f520d5,Eid Mubarak,Eid Mubarak,2026-03-13 04:41:37,0-50k,6646.990206295776,,0.6,1.433402704117356,0.8332672547173561,1.38877875786226,7d+,7d+,10089.783333333333,10553.95,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0xbcffccb4e1d2715118558a76faa94b93bbd84444,赵氏孤儿,没有爸爸了,2026-02-18 12:09:33,0-50k,4314.1056448038835,954.1489560084804,0.3,1.1122498002747383,0.8120667394347383,2.706889131449128,30m-1h,0-5m,0.4166666666666667,46.25,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0xf8d5392e48369044b54e2483dcfed6e673fc4444,MFGA,让农民再次伟大,2026-04-19 14:56:12,0-50k,8369.593748209969,2570392.443919737,0.4,1.2007812556116595,0.8004897612116597,2.0012244030291493,5-30m,0-5m,1.2166666666666666,5.316666666666666,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x31f650380d01873dbd82d8de3ad7502a57ac4444,蚍蜉,蚍蜉撼树,2026-02-11 10:01:37,0-50k,10737.613484997351,5702.109452540377,0.3,1.0992811838281469,0.7991270673481466,2.6637568911604887,1h-6h,0-5m,1.3166666666666667,106.36666666666666,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x2c94ed98ad5dd7b53daa05f812e8b4198cc64444,CMO,ChiefMemeOfficer,2026-03-08 14:01:24,0-50k,12688.76680628112,6833.499640944684,0.3,1.0993916969019455,0.7934850268219457,2.6449500894064855,5-30m,0-5m,0.7333333333333333,13.733333333333333,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0x44444d628a21d5c86d1da876c1e7813c096aa479,拉哪,拉哪,2026-04-16 10:02:35,0-50k,14455.580346503471,4342.076731645424,0.6,1.3643768797171707,0.7641994441171707,1.2736657401952844,1h-6h,0-5m,0.2,292.9166666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0xba52b58135ca198ff329f7a943dcbb4193b54444,shitstock,屎股,2026-05-31 03:23:43,0-50k,5560.443660640234,1921.811673710129,0.77,1.535203351711718,0.761978575631718,0.989582565755478,6h-24h,0-5m,0.36666666666666664,1404.8666666666666,pure_meme,meme,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
85,0x09bed2eb4e516fde1cb424f518355e78c1f44444,红包外卖踏马来了,红包外卖踏马来了,2026-02-14 08:44:25,0-50k,15739.846870170764,8590.217014111673,0.5,1.2344892747406262,0.7343279048606262,1.4686558097212523,0-5m,0-5m,0.15,1.8833333333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0xac55484fb0aa9354c276b0285fc75d0b42ba4444,ASTROID,TheSpaceShibaInu,2026-04-17 07:00:54,0-50k,8952.08285119053,4550.259310908707,0.9,1.6228618106016317,0.7225081487616317,0.8027868319573686,1h-6h,5-30m,5.45,223.48333333333332,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
85,0x0e3c424b0842707da55f2046a657827d3d894444,GMGN,官方承认的吉祥物名称,2026-03-29 04:18:57,0-50k,7713.394485125783,3784.997600858281,0.4,1.1207036826718733,0.7193839070732481,1.79845976768312,6h-24h,5-30m,8.566666666666666,510.9,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0xbf1862b41f83a132af67813361b8cec895d34444,生化危机：币安绝境,生化危机：币安绝境,2026-04-01 12:01:10,0-50k,28373.209720471477,13921.08914744838,1.0,1.7045136937662302,0.7043323087262302,0.7043323087262302,5-30m,0-5m,2.4833333333333334,24.783333333333335,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
85,0x832127ecd7b4949e508ed6d31e95576c0e4e4444,狗娃,DOGE kids,2026-03-16 03:23:06,0-50k,6995.308163781197,2221149.983592179,0.77,1.4866203612021125,0.7042320482821123,0.9145870756910548,0-5m,0-5m,0.16666666666666666,0.16666666666666666,pure_meme,meme,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
85,0xdbdab51c866d570bdd491388ec6c1c7895bc4444,Stocks,Binance Stocks,2026-05-31 06:23:19,0-50k,16326.80814872776,9015.282611518876,1.5,2.2009256662560155,0.7006947749760155,0.4671298499840103,6h-24h,1h-6h,140.08333333333334,1224.3166666666666,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
85,0xcb20965ac329b0107d8f723f778bf0ca2c144444,BinanceAI,BinanceAI,2026-03-16 05:26:08,0-50k,18716.141323412947,10059.406417238311,0.8,1.496813845597266,0.6966547075972659,0.8708183844965823,30m-1h,0-5m,1.1,59.21666666666667,binance+ai_agent,company/project/category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
85,0x6721898d98a3ac5bfe657bcb48525549943c4444,YURI,YURI,2026-02-15 07:10:18,0-50k,6883.146107171368,3206.3489288032843,0.5,1.1863099517711957,0.6860676831711957,1.3721353663423914,5-30m,0-5m,0.2,5.133333333333334,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0x44acfd9fbb4ca0a6a5c3089e17fdf475556c4444,τ,华为新提出的新定律τ,2026-05-25 01:27:18,0-50k,8239.501741145099,3998.8753700797497,0.4,1.0850631896898912,0.6848904768098912,1.712226192024728,5-30m,5-30m,6.716666666666667,19.4,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x56c17ff3e8c216a6bb6d42d1e0aa8565d0524444,zBNB,zERC20,2026-02-23 04:10:29,0-50k,6430.193748658282,2921.6030853976813,1.1,1.7823077600328976,0.6819189099928975,0.6199262818117249,6h-24h,0-5m,2.65,571.7833333333333,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
85,0x44443664201f5de5be8c245bc5a4e0bd1c15b64d,BONKRot,BONKRot,2026-03-14 01:44:10,0-50k,12207.874741279358,1795.3556596972276,0.404,1.0840315228261723,0.6797211974261723,1.6824782114509216,6h-24h,5-30m,5.55,743.9,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0x7da00f26fc6199fc2dabc32b12cfa44a80c14444,Moltcn,国产版moltbook,2026-03-10 03:23:49,0-50k,5848.129657568105,2341.299826334463,0.6,1.2834761796279122,0.6775942698679122,1.129323783113187,0-5m,0-5m,0.06666666666666667,2.283333333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x5a9387146a396bad736a482cb996998eb1204444,G.O.A.T.,仔细看后面多一个点,2026-03-03 03:21:47,0-50k,7305.265389633574,2157655.38936059,0.6,1.2781825536127744,0.6684003852127745,1.114000642021291,6h-24h,0-5m,0.1,849.8166666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x30d1b2919cf2178d1a5d8c370a104e31e8ca4444,1,如果一个迷因币有一百万粉丝,2026-03-22 14:48:35,0-50k,8385.73524334155,4202.397006930114,0.4,1.0509310356929134,0.6507067595329133,1.6267668988322832,0-5m,0-5m,0.13333333333333333,3.933333333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
85,0x7d336a0465c75974c85b494463156364f0c14444,SPAX,SpaceX,2026-04-10 11:57:08,0-50k,6562.691225253929,3051.628172833385,0.6,1.2471230268004505,0.6464951906193851,1.077491984365642,1d-3d,1h-6h,99.53333333333333,1484.95,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0x46c7b4b9b5bc0ea54035a96edeaa626f828f4444,GORK,Gork,2026-02-25 15:04:20,0-50k,13065.881906915653,4316195.8600173285,0.3,0.9172466510156546,0.6170431161356547,2.056810387118849,6h-24h,5-30m,5.433333333333334,1163.85,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0x732c87cbdc5ff927057cc9bef8cda9d7f29c4444,FIGHTLESS,Fightless,2026-03-11 13:28:57,0-50k,17196.761436935234,9408.494026585891,0.6,1.2193200337684835,0.6134346118084836,1.022391019680806,0-5m,0-5m,0.1,1.1333333333333333,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
85,0xa06ae9e2ebb465ba861d6c03be99957e3cb74444,secret,the secret to life,2026-03-26 02:09:18,0-50k,9444.206997810254,4913.0088925784985,0.4,1.0108648572294694,0.6106750846694694,1.5266877116736737,1d-3d,6h-24h,451.05,1941.2666666666667,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
75,0xad144bf8edcf3712a86d3939d2dbeb531ebd4444,元气AI,元气AI,2026-01-30 11:04:22,0-50k,26513.316652562895,13762.634584696696,2.95,1.632172941245693,-1.3180544732743074,-0.4467981265336634,7d+,5-30m,6.333333333333333,56151.916666666664,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
75,0xd2e416782917ea7aff6e995489bd0dd5b2047f67,币安人生,币安人生,2026-04-16 14:26:00,0-50k,13190.51328272654,,1.4,0.0,-1.4000672805199998,-1.0000480575142856,5-30m,no-sell,,26.366666666666667,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
75,0xe83606959340915fbf88633c69d206fbf40fffff,AI小镇,AI小镇,2026-03-17 11:52:52,0-50k,12323.163766641674,,1.402,0.0,-1.4021363423200002,-1.0000972484450783,3d-7d,no-sell,,9671.8,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
75,0x5c3ca7f236a95f753da836d9dd9860fb2f21ffff,金钱自由基金会,捐给币安慈善,2026-04-03 03:58:08,0-50k,34608.052296748334,,1.6,0.0,-1.60008623824,-1.0000538989,1h-6h,no-sell,,138.91666666666666,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
75,0x44448c8b1c21a438e149abbe838c790ba21819ca,币安聊天室,币安聊天室,2026-04-15 12:35:32,0-50k,14953.191044419767,4830.651790887771,2.7,0.8701357390798152,-1.8302951007601849,-0.677887074355624,7d+,5-30m,25.116666666666667,28793.483333333334,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
70,0xd45ff38d132114968091f154cdcc0dfea06b4444,Exchange the world,Exchange the world,2026-01-28 11:45:11,200k-1m,549234.8630634912,,14.3,18.327980319875408,4.027434746055407,0.281638793430448,7d+,1h-6h,110.36666666666666,140854.76666666666,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
70,0x44448367f79bdf56b812a9d5e0eed19e9fea9b7a,小安助手,小安助手,2026-01-31 11:07:10,100k-200k,113794.32409076148,,4.409,7.481830304203512,3.0723910184035117,0.6968453205723547,7d+,7d+,62020.416666666664,112673.91666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
70,0x4cbc8da8b95c305d9fbdc7cc198b6f67c7704444,我去不早说,我去不早说,2026-03-10 12:30:04,0-50k,15919.338937433162,8690.346765956518,2.0,2.9360023085654907,0.9298812061254907,0.4649406030627454,7d+,0-5m,0.05,83737.91666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
60,0xabffd43c28bdaed633fcd7ad0982cd0bd6fb4444,歪比巴卜,歪比巴卜,2026-03-07 05:15:02,0-50k,8155.628747702871,3995.6466775833615,1.471,0.3905842112492094,-1.086322091030791,-0.7384922440725975,7d+,7d+,35987.53333333333,83796.6,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
60,0x4444b0822eb005746f7a1b68d7660b02addf8284,SPCX,SpaceX,2026-04-22 10:40:51,0-50k,14682.752406930304,4907.262002674173,1.2,0.0,-1.2000396102,-1.0000330085,0-5m,no-sell,,0.0,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
60,0x4a7c9940fbe33749254a8e2db775363690ed4444,GC,Grok Computer,2026-03-23 03:37:54,0-50k,34521.33870249497,,1.2,0.0,-1.20004000584,-1.0000333382000002,3d-7d,no-sell,,4622.233333333334,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
60,0x63f9341c9d53b98f925790fd433350270dd14444,龙头,当之无愧的龙头,2026-03-30 13:57:14,0-50k,30966.934453460737,14856.240646132528,2.0,0.7882044480938719,-1.211947111306128,-0.605973555653064,1d-3d,0-5m,3.2,3904.9,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
60,0x4444d0579a0eafa455610693c6da8301a3eb4396,爱坤,ikun,2026-05-02 12:25:03,0-50k,38879.24781071198,7192.502662761602,1.97,0.7400739384978603,-1.2300256430221397,-0.62437849899601,7d+,7d+,21882.333333333332,42829.45,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
60,0xb26de2b8f9b559b896c89e49a3f8649a0d2e4444,背手负狗,丫够燥的负狗,2026-05-26 07:55:06,0-50k,10486.26014369984,5469.599335218645,4.1,0.0,-4.1001379508,-1.000033646536585,30m-1h,no-sell,,39.583333333333336,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
60,0xf257dffcee335dc6b555ac5be2c45975df207777,币间盗,税收给真作者,2026-02-09 07:48:51,0-50k,21423.74040957516,,5.9,0.4065953928241023,-5.493624178735898,-0.9311227421586268,7d+,0-5m,2.7,90399.08333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
55,0x6657adbcaa70f579a46a13dbab7961695e434444,币安恋,介绍成功给BNB,2026-05-26 03:26:41,0-50k,6716.855131934752,2867.9864151017423,2.6,1.8106445803471256,-0.7897288331328747,-0.3037418588972594,1h-6h,0-5m,1.5,256.93333333333334,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0x7edc00740cbc8a389a4683d448cd2dea8ed24444,AI小何,AI小何,2026-05-06 07:37:31,0-50k,35576.495694681784,,0.8,0.0,-0.8000210858000001,-1.00002635725,0-5m,no-sell,,0.0,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0x5cf3404e89d7c55f7073878a847289a5cea9ffff,FDOGE,首个FORM底池分红代币,2026-04-14 07:05:41,0-50k,22552.58570493486,24728370.52174605,0.8,0.0,-0.8001274755200001,-1.0001593444,6h-24h,no-sell,,362.51666666666665,pure_meme,meme,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0x97dcd3597060e4526b1aec6fb3e261e21e807777,CA Store,首个Flap CA Store,2026-03-10 05:05:02,0-50k,39931.27592044022,,0.9000000000000001,0.0,-0.9000685945200001,-1.0000762161333332,5-30m,no-sell,,19.233333333333334,official_product,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0x987e6269c6b7ea6898221882f11ea16f87b97777,HODLAI,"HODL AI, Use AI Free",2026-01-27 02:32:22,100k-200k,194863.09294962615,,1.0,0.0,-1.0000452046,-1.0000452046,7d+,no-sell,,45193.166666666664,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0x4444790b84a9b48156cd64782fcab195b836002b,BiBi,Binance BiBi,2026-04-19 16:28:11,50k-100k,72950.6520226827,34681.42227438313,1.04,0.0,-1.0401395522,-1.0001341848076923,5-30m,no-sell,,18.633333333333333,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0xc7f7d23b54e18b46f9957d4630896fb07b3a4444,币安人声,币安人生有声书,2026-04-13 10:16:34,50k-100k,52681.96204763015,,2.0,0.9084255942400706,-1.0916722260399292,-0.5458361130199646,7d+,7d+,38766.13333333333,38766.13333333333,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0x7400bf6c09728d066e02749379bef1cb46d94444,币安人,我为自己永远是币安人而感到自豪,2026-05-28 09:59:32,100k-200k,138595.5914550865,,1.2,0.0,-1.2000210858,-1.0000175715,0-5m,no-sell,,0.0,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0xae71fd8bacc2f17c43a01c3f4aff6deebc194444,agentic money,agentic money,2026-05-03 15:28:01,100k-200k,147158.91417922394,,1.2,0.0,-1.2000210858,-1.0000175715,0-5m,no-sell,,0.0,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0x3e9fc4f2acf5d6f7815cb9f38b2c69576088ffff,ForgAI,ForgAI,2026-03-05 07:30:42,200k-1m,326354.39699639607,,1.2,0.0,-1.20760412,-1.0063367666666667,0-5m,no-sell,,0.5333333333333333,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
55,0x61ef6983e3398968567efd51f7e480d323834444,币安 Ai Pro,币安 Ai Pro,2026-03-24 10:32:33,50k-100k,65730.87671232453,,3.1999999999999997,1.543341415782924,-1.656844112617076,-0.5177637851928363,3d-7d,0-5m,0.31666666666666665,7565.416666666667,binance+ai_agent,company/project/category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
